,Technology,Dataset,Sample,Method,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Time,Memory,PAS,CHAOS,ASW,Level,Organ
2494,MERFISH,Hypothalamus,Animal1_Bregma0.16,SpatialMGCN,0.4706390449690715,0.6574694254453032,0.5773337662735116,0.8129231959760108,0.6709283570757655,0.6445398515151449,0.6574694254453031,42.487353801727295,422.57729263305663,0.6359063648674792,0.056961488748086694,-0.11119461454239529,celltype,Brain
2495,MERFISH,Hypothalamus,Animal1_Bregma0.16,stLearn,0.6719973930159032,0.716773774878919,0.7378428490988198,0.8802863223060553,0.7511302169773468,0.6854613198444781,0.716773774878919,1.4224693298339843,22.972881317138672,0.6193847939640162,0.0573520484541334,-0.11157301919857802,celltype,Brain
2496,MERFISH,Hypothalamus,Animal1_Bregma0.21,BASS,0.6504589497395945,0.7356373097019012,0.723885312039092,0.9085021934405682,0.7953790372951879,0.6842431142055482,0.7356373097019013,793.4515200138092,1430.52,0.6325464800501358,0.0617475208237697,-0.0962661817904816,celltype,Brain
2497,MERFISH,Hypothalamus,Animal1_Bregma0.21,Banksy,0.4963528796213866,0.6263793787052057,0.5991609019272852,0.8065594317944434,0.663194963071436,0.5934362709957579,0.6263793787052057,10.466205596923828,78.11254348754883,0.6490495090871109,0.06218870093293251,-0.0908283194069367,celltype,Brain
2498,MERFISH,Hypothalamus,Animal1_Bregma0.21,CCST,0.11149247496275358,0.18879883315105314,0.27920023555892726,0.5209108000835596,0.20259359060533955,0.17684473052745137,0.1887988331510531,385.23414545059205,1503.86227645874,0.1626906204303321,0.03318454841169742,-0.06701105360297682,celltype,Brain
2499,MERFISH,Hypothalamus,Animal1_Bregma0.21,CellCharter,0.29122372283566395,0.4522717748055213,0.43129348938222556,0.6893252559013996,0.48560316533610665,0.4236029537200817,0.45227177480552117,6.895793151855469,78.08431892395019,0.6279089199916441,0.05160549966896442,-0.0951989517270342,celltype,Brain
2500,MERFISH,Hypothalamus,Animal1_Bregma0.21,DeepST,0.4888140778349703,0.5212207551020006,0.62406691605537,0.7645289325255902,0.4956771846012747,0.5507351824344393,0.5212207551020006,230.70354371070863,536.6544509887696,0.3257154794234384,0.0484949585625235,-0.08535009325469381,celltype,Brain
2501,MERFISH,Hypothalamus,Animal1_Bregma0.21,GraphST,0.1379974794332323,0.20347471818471902,0.2969926352763939,0.547106747440986,0.22073549777237483,0.188717629119272,0.20347471818471902,14.906746625900269,723.2146915435791,0.1558387298934614,0.0320786882942049,-0.0743453991029928,celltype,Brain
2502,MERFISH,Hypothalamus,Animal1_Bregma0.21,PRECAST,0.5880642336776906,0.6750748959839115,0.6734624082297473,0.8734071443492792,0.7400572363410656,0.6205832313165464,0.6750748959839115,26.99843797683716,152.52,0.6632546480050135,0.062253621423256,-0.0873818776865871,celltype,Brain
2503,MERFISH,Hypothalamus,Animal1_Bregma0.21,SEDR,0.4106982436050016,0.5380955606773077,0.525491787234247,0.7696260706078963,0.5793457376173679,0.502440782136358,0.5380955606773077,19.993554162979127,536.7968189239502,0.5432212241487362,0.05058965774621266,-0.0752093185581478,celltype,Brain
2504,MERFISH,Hypothalamus,Animal1_Bregma0.21,STAGATE,0.16726509346378687,0.21198660071266878,0.31909414762854016,0.5542928765406309,0.23126679204082348,0.19567800935820528,0.2119866007126688,35.6597779750824,270.4462823867798,0.15157718821809066,0.03511887225324956,-0.05158758873559256,celltype,Brain
2505,MERFISH,Hypothalamus,Animal1_Bregma0.21,SpaGCN,0.424987424875167,0.5443536269494339,0.5377249300217377,0.7927720910800083,0.5777821672458322,0.514581656449862,0.5443536269494339,20.59596700668335,456.83187980651854,0.5886776686860247,0.0530827172331829,-0.061335373307158304,celltype,Brain
2506,MERFISH,Hypothalamus,Animal1_Bregma0.21,SpaceFlow,0.1632430358822343,0.17854413036593003,0.31754009617947504,0.5268017547524546,0.19207537154676294,0.16679807721632492,0.17854413036593,37.74305276870727,289.3763380050659,0.0689367035721746,0.03079006653569698,-0.14358401221463574,celltype,Brain
2507,MERFISH,Hypothalamus,Animal1_Bregma0.21,SpatialMGCN,0.4517042969315055,0.627338334028449,0.5592529159126413,0.8096929183204512,0.6742930149240205,0.5864973421492412,0.627338334028449,44.22851834297181,363.62162017822266,0.6457071234593691,0.0628396230687178,-0.0880584692396193,celltype,Brain
2508,MERFISH,Hypothalamus,Animal1_Bregma0.21,stLearn,0.6354293210069004,0.7250789348232617,0.7119805833245294,0.9070816795487779,0.7855283060298556,0.6732801468455795,0.7250789348232617,1.3927237510681152,21.29437961578369,0.6620012533946105,0.06222263512097126,-0.09784152199148272,celltype,Brain
2509,MERFISH,Hypothalamus,Animal1_Bregma0.26,BASS,0.6191928979624193,0.7249763668156877,0.6983737635889085,0.8756208609271523,0.7580965619190925,0.6946289828640981,0.7249763668156876,832.4242980003357,1418.8600000000001,0.6281043046357616,0.0629080074136948,-0.0941452164891902,celltype,Brain
2510,MERFISH,Hypothalamus,Animal1_Bregma0.26,Banksy,0.40524405133765573,0.5994757847336625,0.5212087001580801,0.8172599337748345,0.649535758543357,0.5565799511893709,0.5994757847336625,10.500118494033813,78.84478702545167,0.7613824503311258,0.0642117787621817,-0.0950885483360173,celltype,Brain
2511,MERFISH,Hypothalamus,Animal1_Bregma0.26,CCST,0.10868344618666952,0.16863954645570012,0.27624882815524965,0.5077400662251655,0.18087062743512697,0.1579606875073749,0.16863954645570015,391.0853040218353,1550.8594177246093,0.17421357615894034,0.0322996626689747,-0.1495054435614467,celltype,Brain
2512,MERFISH,Hypothalamus,Animal1_Bregma0.26,CellCharter,0.32825730618253157,0.4845267943519243,0.463049667529105,0.7165149006622518,0.5193601301622959,0.45507784408918406,0.4845267943519243,8.153536510467529,78.82307777404785,0.6557119205298013,0.052345429521801844,-0.14370801304086583,celltype,Brain
2513,MERFISH,Hypothalamus,Animal1_Bregma0.26,DeepST,0.4335725494949994,0.49893755460066525,0.5752248468298788,0.7661837748344371,0.49182890747141766,0.5110550278962018,0.49893755460066525,225.99343538284302,546.674356842041,0.39076986754966886,0.0493905664339326,-0.11049889813247774,celltype,Brain
