,Technology,Dataset,Sample,Method,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Time,Memory,Level
18,10x Visium,DLPFC,151508,CellCharter,0.4463072450631558,0.5900254849356937,0.5457663331560365,0.6939968043825611,0.6114414393407717,0.5700634149396693,0.5900254849356937,223.71835627555848,344.63707275390624,domain
19,10x Visium,DLPFC,151508,DeepST,0.4563211602619414,0.5798874619963497,0.5546391891741459,0.6973293768545994,0.5960586421387657,0.5647000852360196,0.5798874619963497,321.9597608089447,6050.634875488281,domain
20,10x Visium,DLPFC,151508,GraphST,0.5245657934311523,0.669167963741716,0.6288406379378375,0.717187856653732,0.6380528129692383,0.7034734013192337,0.6691679637417162,26.2933810710907,1175.9269804000855,domain
21,10x Visium,DLPFC,151508,PRECAST,0.4516956691050254,0.6034818077240317,0.5523630041240479,0.7183291485962109,0.6188455974342484,0.5888623968862962,0.6034818077240317,40.40763397216797,1002.46,domain
22,10x Visium,DLPFC,151508,SEDR,0.485240761851364,0.6343985104888665,0.581104084480571,0.7184204519516092,0.6462374640107765,0.6230602289564197,0.6343985104888665,19.681738901138303,1945.0206396102903,domain
23,10x Visium,DLPFC,151508,STAGATE,0.5006984096101265,0.6278561989041134,0.5922412258105806,0.7269573156813512,0.6439217132608348,0.6128755004446356,0.6278561989041134,64.56660137176513,393.5843469619751,domain
24,10x Visium,DLPFC,151508,SpaGCN,0.3922962381834538,0.4881165113557099,0.500832434036175,0.6391234877881762,0.5058792655687593,0.4715588378096578,0.48811651135571,72.03076190948487,1163.7079444885253,domain
25,10x Visium,DLPFC,151508,SpaceFlow,0.4647614471735865,0.6001558684358357,0.5627879993193361,0.7165030814882447,0.6126382338611245,0.5883146710608447,0.6001558684358357,71.27609138488769,436.8391357421875,domain
26,10x Visium,DLPFC,151508,SpatialMGCN,0.428476853297813,0.5839758308711783,0.5336963662703692,0.6939055010271628,0.5966498002996289,0.5718291000277085,0.5839758308711782,65.95247735977173,500.899374961853,domain
27,10x Visium,DLPFC,151508,stLearn,0.3970934057012096,0.4998186066839192,0.5212428390548643,0.6594384843643004,0.4798756260092964,0.5214910687607545,0.4998186066839192,404.62687516212463,7306.487685966492,domain
28,10x Visium,DLPFC,151509,BASS,0.493101504250437,0.6506011182840605,0.609978362734787,0.7612781954887218,0.6660853887140291,0.6358204080185791,0.6506011182840605,1841.41452999115,2895.92,domain
29,10x Visium,DLPFC,151509,Banksy,0.4721546839409775,0.6328793782913276,0.5980653052512751,0.7383040935672515,0.633190577105241,0.6325684852214719,0.6328793782913276,15.034970378875732,777.1926374435425,domain
