,Technology,Dataset,Sample,Method,Tissue,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Time,Memory,PAS,CHAOS,ASW
1427,10X,Human Small Intestine,V19T26-028_A1,SpatialMGCN,Intestine,0.45280025,0.581139381,0.651444714,0.739229025,0.524670332,0.651229723,0.581139381,49.61705461,262.4094978,0.027858763,0.06411794,0.084964467
1428,10X,Human Small Intestine,V19T26-028_A1,stLearn,Intestine,0.641979869,0.666140454,0.743657763,0.818594104,0.647859492,0.685483059,0.666140454,313.6776019,5033.607188,0.069322967,0.06512662,-0.03702678
1429,10X,Human Small Intestine,V19T26-028_B1,BASS,Intestine,0.676809408,0.68490732,0.76069055,0.835051546,0.681146673,0.688709723,0.68490732,1394.538904,1971.1,0.032177445,0.064992779,0.000196189
1430,10X,Human Small Intestine,V19T26-028_B1,Banksy,Intestine,0.689921227,0.649718497,0.772638598,0.809746954,0.626945587,0.674208153,0.649718497,13.68819618,506.0598928,0.035613871,0.06582592,-0.009731285
1431,10X,Human Small Intestine,V19T26-028_B1,BayesSpace,Intestine,0.565701683,0.666644219,0.67496856,0.836613558,0.669787385,0.663530416,0.666644219,1695.54169,8042.9,0.025304592,0.064590402,-0.077068088
1432,10X,Human Small Intestine,V19T26-028_B1,CCST,Intestine,0.72121682,0.714783145,0.801935309,0.850359263,0.675476069,0.760676766,0.714783145,297.840098,1040.879856,0.00924711,0.064525354,0.006037201
1433,10X,Human Small Intestine,V19T26-028_B1,CellCharter,Intestine,0.491918158,0.621112647,0.611567296,0.750952827,0.644935262,0.599000739,0.621112647,256.3650644,218.3800085,0.0211184,0.06482592,0.110705699
1434,10X,Human Small Intestine,V19T26-028_B1,DeepST,Intestine,0.609028233,0.705754877,0.70294551,0.827303968,0.723900322,0.68854902,0.705754877,361.3410405,4423.576148,0.020431115,0.064650988,0.024174747
1435,10X,Human Small Intestine,V19T26-028_B1,GraphST,Intestine,0.570460421,0.644531126,0.677436917,0.828491097,0.649391286,0.639743173,0.644531126,19.08867178,668.2659527,0.043736332,0.064982314,0.062582845
1436,10X,Human Small Intestine,V19T26-028_B1,PRECAST,Intestine,0.639947994,0.655058292,0.735599928,0.821484497,0.64337765,0.667170906,0.655058292,48.90160799,1029.62,0.048543689,0.0667952,-0.01234613
1437,10X,Human Small Intestine,V19T26-028_B1,SEDR,Intestine,0.714699279,0.693432694,0.786317771,0.846860356,0.699634223,0.687342432,0.693432694,20.17930083,1228.314471,0.015495158,0.064697598,0.033784399
1438,10X,Human Small Intestine,V19T26-028_B1,STAGATE,Intestine,0.597226043,0.612742861,0.69749768,0.794064355,0.618939226,0.606785566,0.612742861,50.05945787,260.6677565,0.040424867,0.065048692,0.019375945
1439,10X,Human Small Intestine,V19T26-028_B1,SpaGCN,Intestine,0.551471259,0.630372824,0.657084463,0.793189628,0.657369422,0.605506129,0.630372824,42.24654655,706.097183,0.041549516,0.065173281,0.062063489
1440,10X,Human Small Intestine,V19T26-028_B1,SpaceFlow,Intestine,0.560099961,0.670727887,0.665460539,0.804748516,0.690281164,0.652278838,0.670727887,38.72287855,260.6610371,0.013308341,0.064567955,0.062407645
1441,10X,Human Small Intestine,V19T26-028_B1,SpatialMGCN,Intestine,0.512161756,0.591959328,0.649515251,0.754451734,0.577186556,0.607508165,0.591959328,51.46201501,328.0198528,0.022492971,0.064611695,0.065876321
1442,10X,Human Small Intestine,V19T26-028_B1,stLearn,Intestine,0.669184779,0.667512755,0.761014264,0.829115901,0.642412205,0.694654536,0.667512755,325.4340303,5286.685671,0.055920025,0.065382161,-0.034025898
1443,10X,Human Small Intestine,V19T26-028_C1,BASS,Intestine,0.603150809,0.690557891,0.699609012,0.828535274,0.70309436,0.678460651,0.690557891,1382.083938,1925.74,0.033533692,0.063351755,-0.049624326
1444,10X,Human Small Intestine,V19T26-028_C1,Banksy,Intestine,0.707287104,0.677987369,0.788057163,0.807972161,0.648097828,0.710767148,0.677987369,12.16469393,499.1507008,0.033533692,0.064635892,0.026643154
1445,10X,Human Small Intestine,V19T26-028_C1,BayesSpace,Intestine,0.561054516,0.671905366,0.670555639,0.830433407,0.67462792,0.669204698,0.671905366,1681.653844,7948.7,0.027839291,0.062740403,-0.075485103
1446,10X,Human Small Intestine,V19T26-028_C1,CCST,Intestine,0.815535306,0.770444884,0.862933453,0.909205947,0.767934066,0.773066612,0.770444884,289.873348,1007.221004,0.013097121,0.062938692,0.019457886
1447,10X,Human Small Intestine,V19T26-028_C1,CellCharter,Intestine,0.525482724,0.647638148,0.637433034,0.776455696,0.669172065,0.627537714,0.647638148,252.7056685,204.0165648,0.037658228,0.063584635,0.053788078
1448,10X,Human Small Intestine,V19T26-028_C1,DeepST,Intestine,0.696247024,0.766370674,0.770046662,0.895602657,0.806655113,0.731522885,0.766370674,350.059719,4367.269984,0.023726669,0.062864264,0.025227763
1449,10X,Human Small Intestine,V19T26-028_C1,GraphST,Intestine,0.55130399,0.624079982,0.661759099,0.805441316,0.629288261,0.618957207,0.624079982,18.2610693,649.9522346,0.04871876,0.063366964,0.046409393
1450,10X,Human Small Intestine,V19T26-028_C1,PRECAST,Intestine,0.694043879,0.693453599,0.774790506,0.835022166,0.682383325,0.704888981,0.693453599,53.51241202,1099.28,0.058898037,0.065396469,-0.013009629
1451,10X,Human Small Intestine,V19T26-028_C1,SEDR,Intestine,0.728469556,0.70275998,0.79838471,0.836570705,0.697813779,0.708353786,0.70275998,19.9889607,1195.881862,0.015185068,0.063068679,0.020157258
1452,10X,Human Small Intestine,V19T26-028_C1,STAGATE,Intestine,0.625071286,0.687804216,0.720725101,0.832141727,0.681102843,0.695152798,0.687804216,49.37956285,245.8830297,0.035937994,0.064235088,-0.052696115
1453,10X,Human Small Intestine,V19T26-028_C1,SpaGCN,Intestine,0.823464475,0.787189836,0.867314997,0.909177215,0.793565822,0.780915491,0.787189836,39.74930339,689.8803799,0.041455696,0.064175978,0.013148285
1454,10X,Human Small Intestine,V19T26-028_C1,SpaceFlow,Intestine,0.622142091,0.718658339,0.712009146,0.831066118,0.742979339,0.695929213,0.718658339,51.88688693,245.8767502,0.014995255,0.062821269,0.087489965
1455,10X,Human Small Intestine,V19T26-028_C1,SpatialMGCN,Intestine,0.393412525,0.537642782,0.607543229,0.695033217,0.478901223,0.612809388,0.537642782,51.71928272,272.3541855,0.031951914,0.06332335,0.081084408
1456,10X,Human Small Intestine,V19T26-028_C1,stLearn,Intestine,0.730517218,0.714673139,0.807762454,0.831698829,0.667910111,0.768477273,0.714673139,321.8460333,5217.389408,0.055994938,0.065227001,-0.068884145
1457,10X,Human Small Intestine,V19T26-028_D1,BASS,Intestine,0.498244705,0.610356208,0.624423475,0.761203192,0.630955618,0.59105933,0.610356208,1424.72177,1981.6,0.033149171,0.063865191,-0.006772389
1458,10X,Human Small Intestine,V19T26-028_D1,Banksy,Intestine,0.588433533,0.567028766,0.705829852,0.783916513,0.544664394,0.591308379,0.567028766,12.11337719,509.3686178,0.040515654,0.06464333,-0.086704854
1459,10X,Human Small Intestine,V19T26-028_D1,BayesSpace,Intestine,0.405219082,0.596801292,0.573438745,0.731737262,0.585564457,0.608477829,0.596801292,1670.514978,7993.72,0.024248005,0.062614795,-0.050314319
1460,10X,Human Small Intestine,V19T26-028_D1,CCST,Intestine,0.734079354,0.708450405,0.810955552,0.854266421,0.684794314,0.736263227,0.708450405,307.0655093,1049.602755,0.013873542,0.062731315,0.006752107
1461,10X,Human Small Intestine,V19T26-028_D1,CellCharter,Intestine,0.529293447,0.658856307,0.647088757,0.799690785,0.686504929,0.633406424,0.658856307,208.8859722,188.0011272,0.033147805,0.063683384,0.054542247
1462,10X,Human Small Intestine,V19T26-028_D1,DeepST,Intestine,0.606778773,0.698797117,0.705958911,0.848864334,0.722668211,0.676456828,0.698797117,353.2072657,4493.453156,0.021792511,0.062641461,0.016506773
1463,10X,Human Small Intestine,V19T26-028_D1,GraphST,Intestine,0.572978423,0.601254535,0.684297965,0.7737876,0.610327755,0.592447131,0.601254535,17.54862137,673.8221418,0.051258441,0.063654073,0.01218658
1464,10X,Human Small Intestine,V19T26-028_D1,PRECAST,Intestine,0.343178365,0.522578925,0.538997263,0.655065258,0.502711406,0.544081417,0.522578925,47.72251596,1084.2,0.053760099,0.065514113,0.029921927
1465,10X,Human Small Intestine,V19T26-028_D1,SEDR,Intestine,0.666187115,0.681612956,0.753961573,0.837753223,0.688633301,0.67492181,0.681612956,19.49426379,1208.201427,0.017372621,0.062741467,0.017703892
1466,10X,Human Small Intestine,V19T26-028_D1,STAGATE,Intestine,0.573146093,0.664917768,0.680504447,0.833947207,0.687775837,0.643532348,0.664917768,51.49446001,236.0365358,0.035052179,0.064128289,0.022436057
1467,10X,Human Small Intestine,V19T26-028_D1,SpaGCN,Intestine,0.513092545,0.603011438,0.635315951,0.76716141,0.623193195,0.584095826,0.603011438,34.84771099,685.5853947,0.040816327,0.064276546,0.064733805
1468,10X,Human Small Intestine,V19T26-028_D1,SpaceFlow,Intestine,0.478285676,0.623246206,0.607328357,0.768631062,0.64739591,0.600929044,0.623246206,40.1329536,228.2221636,0.012338858,0.062519746,0.096795513
1469,10X,Human Small Intestine,V19T26-028_D1,SpatialMGCN,Intestine,0.368721447,0.504885016,0.529955815,0.724677716,0.515305944,0.494877214,0.504885016,50.86608734,289.0797318,0.039594843,0.063159042,0.033785347
1470,10X,Human Small Intestine,V19T26-028_D1,stLearn,Intestine,0.703095137,0.645718222,0.782570563,0.825966851,0.646383342,0.645054469,0.645718222,336.6225174,5321.457155,0.083793738,0.064623653,-0.013839493
1471,10X,Mouse Brain,S1_Sagittal_Anterior_Level1,BASS,Brain,0.317618341,0.549051033,0.490856411,0.855922763,0.70301961,0.450407193,0.549051033,4726.031156,1809.24,0.031191979,0.063617181,0.10534811
1472,10X,Mouse Brain,S1_Sagittal_Anterior_Level1,Banksy,Brain,0.216192756,0.43636065,0.400905044,0.790196807,0.552768905,0.360472382,0.43636065,14.08862963,848.966547,0.074192351,0.064597615,0.00801613
1473,10X,Mouse Brain,S1_Sagittal_Anterior_Level1,BayesSpace,Brain,0.276942497,0.498542301,0.454128656,0.809506127,0.631063406,0.412019624,0.498542301,1410.482818,5413.3,0.04455997,0.063873603,0.022117398
1474,10X,Mouse Brain,S1_Sagittal_Anterior_Level1,CCST,Brain,0.471043237,0.59468205,0.618796617,0.886446342,0.714233459,0.509617476,0.59468205,232.9229336,901.6379787,0.03007798,0.063769133,0.004062053
1475,10X,Mouse Brain,S1_Sagittal_Anterior_Level1,CellCharter,Brain,0.33206092,0.542165119,0.503800321,0.845154103,0.693540126,0.445039978,0.542165119,245.9832848,588.1153395,0.040772373,0.064227816,0.085958914
1476,10X,Mouse Brain,S1_Sagittal_Anterior_Level1,DeepST,Brain,0.367115169,0.570822103,0.533841862,0.875974749,0.712252269,0.476285567,0.570822103,221.8832569,3724.21576,0.043148905,0.064004141,0.054658646
1477,10X,Mouse Brain,S1_Sagittal_Anterior_Level1,GraphST,Brain,0.282745553,0.464267286,0.460310564,0.795024137,0.581620548,0.386319759,0.464267286,18.02900214,848.8941738,0.035276643,0.063746808,0.005114822
1478,10X,Mouse Brain,S1_Sagittal_Anterior_Level1,PRECAST,Brain,0.308256687,0.48229284,0.482086211,0.829558114,0.606810242,0.400176634,0.48229284,122.7695839,1659.2,0.085035277,0.066277604,-0.029047045
1479,10X,Mouse Brain,S1_Sagittal_Anterior_Level1,SEDR,Brain,0.214955435,0.447426304,0.401389427,0.791236539,0.561318081,0.37197109,0.447426304,19.85930543,1610.781599,0.055997029,0.064012488,-0.006025541
1480,10X,Mouse Brain,S1_Sagittal_Anterior_Level1,STAGATE,Brain,0.21293767,0.443994559,0.397947952,0.776160416,0.562313682,0.366826519,0.443994559,43.18572063,676.7169447,0.06958782,0.06438702,0.03300334
1481,10X,Mouse Brain,S1_Sagittal_Anterior_Level1,SpaGCN,Brain,0.377226252,0.546183588,0.542579179,0.85926476,0.683439297,0.454838064,0.546183588,20.34314694,744.203236,0.068325288,0.06653959,0.000922997
1482,10X,Mouse Brain,S1_Sagittal_Anterior_Level1,SpaceFlow,Brain,0.360981694,0.577340825,0.529820286,0.875157817,0.734384307,0.475721253,0.577340825,72.06693649,676.7142797,0.022799851,0.063562187,0.163005204
1483,10X,Mouse Brain,S1_Sagittal_Anterior_Level1,SpatialMGCN,Brain,0.223811169,0.464779081,0.409493749,0.796880802,0.581379264,0.387135926,0.464779081,59.03598146,892.2642736,0.067953955,0.065219666,0.021293072
1484,10X,Mouse Brain,S1_Sagittal_Anterior_Level1,stLearn,Brain,0.570593261,0.584328993,0.695461809,0.883030078,0.686232033,0.508777349,0.584328993,280.7964527,4508.961821,0.118826587,0.069421008,-0.058330777
1485,10X,Mouse Brain,S1_Sagittal_Anterior_Level2,BASS,Brain,0.384567684,0.631438727,0.449450167,0.647604902,0.664921793,0.601166165,0.631438727,5903.315712,1824.8,0.0493873,0.063758428,0.035247278
1486,10X,Mouse Brain,S1_Sagittal_Anterior_Level2,Banksy,Brain,0.288763969,0.550850181,0.363184279,0.600519866,0.60570639,0.505107919,0.550850181,17.47685099,848.9499882,0.165911623,0.066111649,-0.079163398
1487,10X,Mouse Brain,S1_Sagittal_Anterior_Level2,BayesSpace,Brain,0.297827291,0.568013056,0.370464852,0.623096918,0.618353766,0.525251853,0.568013056,1724.759956,5688.1,0.113256591,0.066509994,-0.051175867
1488,10X,Mouse Brain,S1_Sagittal_Anterior_Level2,CCST,Brain,0.312127243,0.589699767,0.382250234,0.623245451,0.628057664,0.555773617,0.589699767,232.6458443,891.5443371,0.059116227,0.064255972,-0.032584621
1489,10X,Mouse Brain,S1_Sagittal_Anterior_Level2,CellCharter,Brain,0.312760482,0.603641811,0.387334531,0.659561827,0.664650149,0.552946947,0.603641811,245.3769993,579.3979155,0.084441144,0.064544585,0.014697435
1490,10X,Mouse Brain,S1_Sagittal_Anterior_Level2,DeepST,Brain,0.369946682,0.628966005,0.441504756,0.687857408,0.687673187,0.579512763,0.628966005,239.5590836,3726.021117,0.09483847,0.064422949,-0.019176922
1491,10X,Mouse Brain,S1_Sagittal_Anterior_Level2,GraphST,Brain,0.343424456,0.592615489,0.411987478,0.620497586,0.638955412,0.552542612,0.592615489,22.36448994,848.8887787,0.060898626,0.064031781,-0.03532664
1492,10X,Mouse Brain,S1_Sagittal_Anterior_Level2,PRECAST,Brain,0.263407436,0.528144959,0.339346221,0.592276272,0.583518823,0.48236978,0.528144959,241.1698519,1669.16,0.228369848,0.069738854,-0.069170983
1493,10X,Mouse Brain,S1_Sagittal_Anterior_Level2,SEDR,Brain,0.305315537,0.564734153,0.378858354,0.623988117,0.620042188,0.518497423,0.564734153,22.65792904,1711.40159,0.119792053,0.064240609,-0.086927639
1494,10X,Mouse Brain,S1_Sagittal_Anterior_Level2,STAGATE,Brain,0.261066054,0.553594375,0.336386041,0.623988117,0.609160974,0.507325522,0.553594375,48.26828523,676.7186594,0.131823245,0.064812912,-0.071061953
1495,10X,Mouse Brain,S1_Sagittal_Anterior_Level2,SpaGCN,Brain,0.262412656,0.55011443,0.339695322,0.611585592,0.610356239,0.500696022,0.55011443,64.49785948,744.3473509,0.207946528,0.067686317,-0.054124785
1496,10X,Mouse Brain,S1_Sagittal_Anterior_Level2,SpaceFlow,Brain,0.309781835,0.621673353,0.388060437,0.666542889,0.691829813,0.564435833,0.621673353,44.40390315,676.7112179,0.077460082,0.064477725,0.049628533
1497,10X,Mouse Brain,S1_Sagittal_Anterior_Level2,SpatialMGCN,Brain,0.357158067,0.561771309,0.429185361,0.633122911,0.617210665,0.515470501,0.561771309,66.77399554,752.2378668,0.200519866,0.066079822,-0.061163686
1498,10X,Mouse Brain,S1_Sagittal_Anterior_Level2,stLearn,Brain,0.276589883,0.506781275,0.349204697,0.56925362,0.544673189,0.473818585,0.506781275,280.5274131,4506.751565,0.312291125,0.074058236,-0.124508536
1499,10X,Mouse Brain,S1_Sagittal_Anterior_Level3,BASS,Brain,0.408963612,0.692433122,0.446553657,0.570738953,0.684017446,0.70105846,0.692433122,7391.543402,1740.7,0.074266617,0.064607792,-0.025661241
1500,10X,Mouse Brain,S1_Sagittal_Anterior_Level3,Banksy,Brain,0.33372785,0.654790285,0.384009446,0.591533606,0.690606161,0.622523448,0.654790285,22.10443449,848.9505589,0.316969922,0.067674591,-0.11451551
1501,10X,Mouse Brain,S1_Sagittal_Anterior_Level3,BayesSpace,Brain,0.32611075,0.670947856,0.378378102,0.607872261,0.709414543,0.636438177,0.670947856,1553.082006,6014.3,0.224285184,0.068011537,-0.048646316
1502,10X,Mouse Brain,S1_Sagittal_Anterior_Level3,CCST,Brain,0.336526612,0.666952259,0.378755986,0.583512811,0.678831882,0.655556795,0.666952259,235.6664188,901.6357485,0.098106201,0.064808545,-0.073347982
1503,10X,Mouse Brain,S1_Sagittal_Anterior_Level3,CellCharter,Brain,0.301738741,0.672961096,0.356601048,0.606386929,0.715371903,0.635304947,0.672961096,246.0721385,588.1173552,0.16947642,0.064931679,-0.0157905
1504,10X,Mouse Brain,S1_Sagittal_Anterior_Level3,DeepST,Brain,0.288849258,0.675755396,0.346766772,0.632083179,0.722034544,0.635054579,0.675755396,304.3300126,3724.022515,0.197400668,0.066270338,-0.044938792
1505,10X,Mouse Brain,S1_Sagittal_Anterior_Level3,GraphST,Brain,0.336920181,0.660662994,0.380234404,0.588934274,0.678037803,0.644156401,0.660662994,24.98928132,848.8903606,0.11437059,0.064364485,-0.022700568
1506,10X,Mouse Brain,S1_Sagittal_Anterior_Level3,PRECAST,Brain,0.283640282,0.641790725,0.339862022,0.585220943,0.684722135,0.603925204,0.641790725,432.1980999,1688.98,0.383958411,0.073266946,-0.111012203
1507,10X,Mouse Brain,S1_Sagittal_Anterior_Level3,SEDR,Brain,0.36639442,0.678955702,0.419057903,0.623616784,0.719536666,0.642708902,0.678955702,31.24827914,1711.402188,0.210694393,0.065183748,-0.061293208
1508,10X,Mouse Brain,S1_Sagittal_Anterior_Level3,STAGATE,Brain,0.303434426,0.67498448,0.359547313,0.635276643,0.718944494,0.636091127,0.67498448,51.66129618,676.7172775,0.186186409,0.065106836,-0.077981774
1509,10X,Mouse Brain,S1_Sagittal_Anterior_Level3,SpaGCN,Brain,0.237280446,0.613458405,0.291276649,0.567768288,0.651285608,0.57978407,0.613458405,36.83441997,778.2517141,0.371333086,0.07646103,-0.131132141
1510,10X,Mouse Brain,S1_Sagittal_Anterior_Level3,SpaceFlow,Brain,0.261852904,0.662638662,0.321787451,0.625324916,0.711783891,0.619842766,0.662638662,75.54691133,676.7123669,0.227849981,0.06515036,-0.055752091
1511,10X,Mouse Brain,S1_Sagittal_Anterior_Level3,SpatialMGCN,Brain,0.289063872,0.644228832,0.345222228,0.598217601,0.686433029,0.606913747,0.644228832,78.9638113,787.2409887,0.346825102,0.068791149,-0.093442944
1512,10X,Mouse Brain,S1_Sagittal_Anterior_Level3,stLearn,Brain,0.29605265,0.594932653,0.341253829,0.546973635,0.613702626,0.577276758,0.594932653,279.7348799,4509.341649,0.476420349,0.080842513,-0.170861721
1513,10X,Mouse Brain,S1_Sagittal_Anterior_Level4,BASS,Brain,0.473598076,0.732498059,0.497126296,0.562940958,0.699898277,0.768283061,0.732498059,6666.975066,1800.62,0.077979948,0.064732824,0.003825226
1514,10X,Mouse Brain,S1_Sagittal_Anterior_Level4,Banksy,Brain,0.354400549,0.691803442,0.381969573,0.565466023,0.710676069,0.673930801,0.691803442,27.86537528,848.9510489,0.390419606,0.068455772,-0.117404269
1515,10X,Mouse Brain,S1_Sagittal_Anterior_Level4,BayesSpace,Brain,0.344420456,0.701625595,0.375682655,0.595246937,0.726236317,0.678628217,0.701625595,1847.448932,6186,0.285555143,0.069654393,-0.059344068
1516,10X,Mouse Brain,S1_Sagittal_Anterior_Level4,CCST,Brain,0.411757458,0.711066649,0.434508008,0.58574081,0.709298043,0.712868588,0.711066649,236.2882583,901.6385065,0.121054586,0.064931067,-0.063225259
1517,10X,Mouse Brain,S1_Sagittal_Anterior_Level4,CellCharter,Brain,0.392218688,0.71208883,0.422204193,0.608540661,0.736052331,0.689643371,0.71208883,247.6118368,588.0480873,0.236390642,0.065457916,-0.042476667
1518,10X,Mouse Brain,S1_Sagittal_Anterior_Level4,DeepST,Brain,0.351706446,0.715224803,0.386747551,0.626141849,0.745921558,0.686995823,0.715224803,349.2161768,3724.026916,0.254734497,0.066656841,-0.049277185
1519,10X,Mouse Brain,S1_Sagittal_Anterior_Level4,GraphST,Brain,0.454355102,0.711987774,0.475404866,0.567768288,0.706866367,0.717183934,0.711987774,27.00164599,848.8917072,0.115855923,0.064822085,-0.049069986
1520,10X,Mouse Brain,S1_Sagittal_Anterior_Level4,PRECAST,Brain,0.306017835,0.667692077,0.337363224,0.541403639,0.691605975,0.645376665,0.667692077,525.975584,1700.04,0.466023023,0.072586011,-0.134619886
1521,10X,Mouse Brain,S1_Sagittal_Anterior_Level4,SEDR,Brain,0.416379184,0.715681635,0.444339567,0.60527293,0.738348479,0.694366843,0.715681635,30.00429959,1711.403993,0.284366877,0.064834045,-0.088089308
1522,10X,Mouse Brain,S1_Sagittal_Anterior_Level4,STAGATE,Brain,0.38086899,0.719921846,0.410821471,0.625324916,0.744590438,0.696836328,0.719921846,57.0921176,676.7184397,0.243891571,0.065577813,-0.092911116
1523,10X,Mouse Brain,S1_Sagittal_Anterior_Level4,SpaGCN,Brain,0.298663567,0.657822033,0.330544286,0.576308949,0.681625274,0.635625174,0.657822033,40.56982102,778.4188259,0.418863721,0.076479389,-0.149481887
1524,10X,Mouse Brain,S1_Sagittal_Anterior_Level4,SpaceFlow,Brain,0.312251199,0.695935132,0.347903594,0.592944671,0.726806222,0.667579942,0.695935132,100.1522287,676.7132915,0.263349424,0.0658956,-0.074687073
1525,10X,Mouse Brain,S1_Sagittal_Anterior_Level4,SpatialMGCN,Brain,0.358479004,0.684539055,0.389206878,0.577051615,0.708823039,0.661863872,0.684539055,81.65251327,752.2391518,0.405124397,0.069549885,-0.110629311
1526,10X,Mouse Brain,S1_Sagittal_Anterior_Level4,stLearn,Brain,0.305855788,0.617918077,0.332258991,0.517638322,0.623451698,0.612481822,0.617918077,281.3719198,4511.426413,0.539175641,0.083573553,-0.199058417
1527,10X,Mouse Brain,Section_Coronal,BASS,Brain,0.576345746,0.732170188,0.608413198,0.729709605,0.736302477,0.728084023,0.732170188,5509.88452,1874.06,0.057334326,0.068785347,0.022071879
1528,10X,Mouse Brain,Section_Coronal,Banksy,Brain,0.558161125,0.722683098,0.594176794,0.715413254,0.716087632,0.729409005,0.722683098,14.26670542,851.9993422,0.14556962,0.07100825,-0.018982223
1529,10X,Mouse Brain,Section_Coronal,BayesSpace,Brain,0.621145116,0.757737449,0.65088432,0.770662695,0.753517529,0.7620049,0.757737449,1628.524144,5468.7,0.09977662,0.070037942,-0.009652007
1530,10X,Mouse Brain,Section_Coronal,CCST,Brain,0.460121619,0.645476804,0.503706887,0.610722264,0.638764488,0.652349021,0.645476804,238.0411352,891.5886988,0.055398362,0.069165083,-0.015895873
1531,10X,Mouse Brain,Section_Coronal,CellCharter,Brain,0.509209349,0.682991228,0.546283515,0.676396128,0.686799743,0.679225885,0.682991228,245.0974869,559.4950212,0.093819806,0.069415813,0.022753766
1532,10X,Mouse Brain,Section_Coronal,DeepST,Brain,0.645294589,0.765249905,0.674908935,0.762993299,0.754905545,0.775913958,0.765249905,243.282744,3714.390206,0.080640357,0.069287984,0.000631196
1533,10X,Mouse Brain,Section_Coronal,GraphST,Brain,0.482939604,0.638105176,0.523493321,0.666046165,0.634412255,0.641841341,0.638105176,18.78982401,854.1464083,0.043931497,0.068460101,-0.047234897
1534,10X,Mouse Brain,Section_Coronal,PRECAST,Brain,0.636888247,0.752175966,0.665333183,0.763216679,0.749619608,0.75474982,0.752175966,178.5978041,1620.2,0.19099032,0.073134255,-0.048066239
1535,10X,Mouse Brain,Section_Coronal,SEDR,Brain,0.479339651,0.678702027,0.51915717,0.669620253,0.680650578,0.676776651,0.678702027,23.01791391,1759.347725,0.089724497,0.068794996,-0.04893367
1536,10X,Mouse Brain,Section_Coronal,STAGATE,Brain,0.612567482,0.741392372,0.643241357,0.757259866,0.737757766,0.745062968,0.741392372,49.11984992,682.5018433,0.079151154,0.069802155,-0.02597378
1537,10X,Mouse Brain,Section_Coronal,SpaGCN,Brain,0.607338097,0.740053239,0.639836255,0.746463142,0.731947975,0.74834002,0.740053239,27.61773071,807.5308752,0.134772897,0.072061624,-0.053153782
1538,10X,Mouse Brain,Section_Coronal,SpaceFlow,Brain,0.449865358,0.645439207,0.491393107,0.6454207,0.649648422,0.641303305,0.645439207,39.04203339,682.9174435,0.103723008,0.069711981,0.007796016
1539,10X,Mouse Brain,Section_Coronal,SpatialMGCN,Brain,0.632701232,0.761013807,0.661935893,0.757259866,0.755726008,0.766376124,0.761013807,66.05929999,815.9681036,0.138123604,0.076013712,-0.028454492
1540,10X,Mouse Brain,Section_Coronal,stLearn,Brain,0.499680415,0.671948263,0.542930478,0.61801936,0.653269037,0.691727138,0.671948263,282.7580325,4646.56225,0.351079672,0.077747245,-0.183467804
1541,10X,Mouse Intestine,A1S1,BASS,Intestine,0.347433993,0.541760165,0.422636119,0.483486943,0.491123778,0.604038399,0.541760165,1270.99893,1740.6,0.097926267,0.071110401,-0.153513395
1542,10X,Mouse Intestine,A1S1,Banksy,Intestine,0.430535014,0.616432803,0.477833865,0.668970814,0.613686668,0.619290546,0.616432803,15.30296054,739.2515799,0.520660522,0.078612033,-0.22682195
1543,10X,Mouse Intestine,A1S1,BayesSpace,Intestine,0.538073503,0.679822216,0.572786779,0.736175115,0.686572749,0.673203136,0.679822216,1324.403846,5335.18,0.583717358,0.08322091,-0.171730972
1544,10X,Mouse Intestine,A1S1,CCST,Intestine,0.237405435,0.431084751,0.349532348,0.38671275,0.381372769,0.496289,0.431084751,224.4798508,912.7910622,0.052227343,0.069874174,-0.245470067
1545,10X,Mouse Intestine,A1S1,CellCharter,Intestine,0.386197377,0.566186085,0.43096626,0.593625192,0.5761411,0.556573145,0.566186085,241.5881915,584.9714832,0.4859447,0.075856292,-0.176482264
1546,10X,Mouse Intestine,A1S1,DeepST,Intestine,0.463131344,0.616396024,0.504284058,0.661981567,0.618433312,0.614443263,0.616396024,265.6194975,3508.609211,0.441935484,0.076546712,-0.176224756
1547,10X,Mouse Intestine,A1S1,GraphST,Intestine,0.153195328,0.401978625,0.240810724,0.440092166,0.385359831,0.420095404,0.401978625,20.50747557,695.169186,0.369047619,0.074855294,-0.222411962
1548,10X,Mouse Intestine,A1S1,PRECAST,Intestine,0.536259984,0.690187844,0.570762932,0.731182796,0.708204861,0.673064805,0.690187844,191.33979,731.04,0.791474654,0.092421299,-0.18323796
1549,10X,Mouse Intestine,A1S1,SEDR,Intestine,0.295021059,0.502744329,0.347838253,0.52311828,0.507481962,0.498108109,0.502744329,29.40431094,1739.018922,0.24516129,0.071301415,-0.184574094
1550,10X,Mouse Intestine,A1S1,STAGATE,Intestine,0.446632861,0.615425374,0.48948864,0.650230415,0.617875082,0.612996735,0.615425374,49.64681349,554.9633844,0.449308756,0.07434252,-0.243791103
1551,10X,Mouse Intestine,A1S1,SpaGCN,Intestine,0.411025604,0.575476636,0.45523332,0.630568356,0.577971205,0.573003509,0.575476636,40.64094591,794.3006199,0.589477727,0.085949111,-0.244707371
1552,10X,Mouse Intestine,A1S1,SpaceFlow,Intestine,0.25886901,0.448381798,0.312154025,0.446543779,0.45725405,0.439848649,0.448381798,26.19629636,555.3785509,0.30422427,0.073784539,-0.176486639
