,Technology,Dataset,Sample,Method,delta,lamda,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure
195,scCube,sim1,35_0.8,stLearn,35,0.8,0.7374063824708084,0.6354420928570917,0.8199245320698747,0.8744322344322345,0.6453932675573075,0.625793235552076,0.6354420928570917
196,scCube,sim1,35_1,BASS,35,1.0,0.9373113656001144,0.8818695278526996,0.9567647574349258,0.9706959706959708,0.8811328226547592,0.8826074659832661,0.8818695278526996
197,scCube,sim1,35_1,Banksy,35,1.0,0.5224034318835191,0.6225784130291738,0.6614450485609177,0.7912087912087913,0.6384510174528968,0.6075296857682181,0.6225784130291738
198,scCube,sim1,35_1,BayesSpace,35,1.0,0.5097214843295536,0.6533243418723741,0.6526724136000464,0.8073260073260073,0.671162798114892,0.6364095719630922,0.6533243418723741
199,scCube,sim1,35_1,CCST,35,1.0,0.8747237184081811,0.807698014436521,0.9137508226693032,0.9425641025641026,0.8057567031228855,0.809656692552022,0.807698014436521
200,scCube,sim1,35_1,CellCharter,35,1.0,0.8816215038756919,0.889734826949647,0.9170653961940244,0.9497435897435896,0.8908822416942002,0.8886920479076366,0.889734826949647
201,scCube,sim1,35_1,DeepST,35,1.0,0.914029272072505,0.850217771208996,0.9409479897901049,0.9556043956043956,0.8464095681224351,0.8540609741511627,0.850217771208996
202,scCube,sim1,35_1,GraphST,35,1.0,0.5687144535076971,0.696446524150062,0.6925010529438562,0.8293040293040294,0.723538316228159,0.6713103296156313,0.696446524150062
203,scCube,sim1,35_1,PRECAST,35,1.0,0.3766673186272895,0.5279507874194127,0.5615862657662667,0.7267399267399267,0.535860464569543,0.5202712185000192,0.5279507874194127
204,scCube,sim1,35_1,SEDR,35,1.0,0.8273895111299462,0.820705175445325,0.8795062927790361,0.9156043956043955,0.8235534479583799,0.8180366583572416,0.820705175445325
205,scCube,sim1,35_1,STAGATE,35,1.0,0.9408426560948768,0.8902414613986764,0.959122557062315,0.9731868131868132,0.891157502523374,0.8893273049626552,0.8902414613986764
206,scCube,sim1,35_1,SpaGCN,35,1.0,0.8554488869935538,0.7885438432006355,0.8995376544062246,0.9333333333333332,0.7946313550479703,0.7825488926804369,0.7885438432006354
207,scCube,sim1,35_1,SpatialMGCN,35,1.0,0.4255161461536366,0.521983211024867,0.6197403617785483,0.6908424908424908,0.4941681706742881,0.5531162369078569,0.521983211024867
208,scCube,sim1,35_1,SpaceFlow,35,1.0,0.8211403075807319,0.7931132044794929,0.8756027141660947,0.9265934065934064,0.7970570791845762,0.7892274813103359,0.793113204479493
209,scCube,sim1,35_1,stLearn,35,1.0,0.7901248610917504,0.7157193420514165,0.8539553087187824,0.9010989010989012,0.7211072796059763,0.7104122194797359,0.7157193420514165
210,scCube,sim1,45_0.2,BASS,45,0.2,0.1141880757601811,0.0593542643450366,0.4625962368588892,0.5443223443223443,0.055433928914785,0.0638712978056945,0.0593542643450366
211,scCube,sim1,45_0.2,Banksy,45,0.2,0.1220432135304804,0.2507115261776798,0.4297757457593888,0.5998534798534798,0.2577154629192649,0.2445052968450226,0.2507115261776798
212,scCube,sim1,45_0.2,BayesSpace,45,0.2,0.0907629278428557,0.229893303866693,0.4515978182992755,0.654945054945055,0.2198182728133873,0.2409362445400966,0.2298933038666929
213,scCube,sim1,45_0.2,CCST,45,0.2,0.0979274505267837,0.0785468670635081,0.3964551649108309,0.5450549450549451,0.0822631942636017,0.0752414598821996,0.0785468670635081
214,scCube,sim1,45_0.2,CellCharter,45,0.2,0.1890624419540467,0.2546030953289979,0.4533531388070887,0.6331135531135532,0.2697418980527866,0.2411887371464711,0.2546030953289979
215,scCube,sim1,45_0.2,DeepST,45,0.2,0.0995687700978495,0.1899929571450335,0.4495710465379633,0.619047619047619,0.2016191209728649,0.3796699179426372,0.1899929571450335
216,scCube,sim1,45_0.2,GraphST,45,0.2,0.1183794728827244,0.1468155365793519,0.4222434694832481,0.5831501831501832,0.1504020120944363,0.1433961229897397,0.1468155365793519
217,scCube,sim1,45_0.2,PRECAST,45,0.2,0.1170573869976405,0.2477387501042814,0.4056467201648573,0.608058608058608,0.2612152959711058,0.2355845390202117,0.2477387501042815
218,scCube,sim1,45_0.2,SEDR,45,0.2,0.1415605473301021,0.1876137197776145,0.5072430673277556,0.6386813186813187,0.1740843275866013,0.2037973707200672,0.1876137197776145
219,scCube,sim1,45_0.2,STAGATE,45,0.2,0.0466281346394771,0.0675038352380273,0.4059024139557035,0.5605860805860805,0.0664766806462371,0.069058535111523,0.0675038352380273
220,scCube,sim1,45_0.2,SpaGCN,45,0.2,0.3528102982767293,0.3034358831638457,0.5644114869738808,0.6879120879120879,0.3236033707547354,0.285634666860092,0.3034358831638456
221,scCube,sim1,45_0.2,SpatialMGCN,45,0.2,0.2218781106697008,0.3689499312572745,0.5305816147810801,0.6227106227106227,0.3407939597958458,0.4021773192356801,0.3689499312572746
222,scCube,sim1,45_0.2,SpaceFlow,45,0.2,0.0437787142983073,0.0453238092528139,0.3486160102469948,0.5421245421245421,0.0484758073734107,0.0425618252139989,0.0453238092528139
223,scCube,sim1,45_0.2,stLearn,45,0.2,0.5494875492873974,0.4674962234651953,0.7013292857119098,0.7816849816849817,0.4942779680319403,0.4434675786808209,0.4674962234651953
224,scCube,sim1,45_0.4,BASS,45,0.4,0.2635597922396712,0.1715965547952265,0.5362392687198609,0.6307692307692307,0.1696745177562411,0.1735626356106549,0.1715965547952266
225,scCube,sim1,45_0.4,Banksy,45,0.4,0.1589876751237488,0.2579509726481155,0.4421326808440355,0.6118681318681318,0.2674392649051145,0.2493304131226175,0.2579509726481156
226,scCube,sim1,45_0.4,BayesSpace,45,0.4,0.1092620896887115,0.229132737182981,0.4536292356326081,0.6534798534798535,0.2200889939103378,0.238951568188083,0.229132737182981
227,scCube,sim1,45_0.4,CCST,45,0.4,0.2101050403246607,0.1759013905581462,0.4681710158325146,0.6008791208791209,0.1837275659486541,0.1688543022304477,0.1759013905581462
228,scCube,sim1,45_0.4,CellCharter,45,0.4,0.2025057130878875,0.1824498975980568,0.4666890625741987,0.6016117216117216,0.188584713287134,0.1768258777421628,0.1824498975980568
229,scCube,sim1,45_0.4,DeepST,45,0.4,0.1405773159588038,0.1948166989898801,0.4766042103578384,0.6098168498168498,0.2042503374342449,0.3863102728900812,0.1948166989898801
230,scCube,sim1,45_0.4,GraphST,45,0.4,0.0734550371448224,0.2560521736058673,0.3919565436779894,0.6029304029304029,0.2621972757376788,0.2501885199766009,0.2560521736058673
231,scCube,sim1,45_0.4,PRECAST,45,0.4,0.1088201294766979,0.2474786913123877,0.3966532023069623,0.5904761904761905,0.2594271716170548,0.2365823774830843,0.2474786913123877
232,scCube,sim1,45_0.4,SEDR,45,0.4,0.1841080845244081,0.2201910177516427,0.4911822726547571,0.64996336996337,0.2155359867571997,0.225546150709624,0.2201910177516427
233,scCube,sim1,45_0.4,STAGATE,45,0.4,0.1348094693725005,0.1046203176971965,0.5015257551798843,0.5812454212454213,0.0950648436044894,0.1172966866783917,0.1046203176971965
234,scCube,sim1,45_0.4,SpaGCN,45,0.4,0.4863107900651126,0.4565053775366491,0.6534667667576143,0.7575091575091575,0.483271577287227,0.4325484969437568,0.4565053775366491
235,scCube,sim1,45_0.4,SpatialMGCN,45,0.4,0.1372083044123411,0.244621885376681,0.4560340601552886,0.6490842490842491,0.2404950878003814,0.2488927839930956,0.244621885376681
236,scCube,sim1,45_0.4,SpaceFlow,45,0.4,0.224779339761163,0.1598178662736612,0.4898500491432237,0.593992673992674,0.1634420236509859,0.1565597142060854,0.1598178662736612
237,scCube,sim1,45_0.4,stLearn,45,0.4,0.5744554727536089,0.5069279831178137,0.7160933007446605,0.7983882783882784,0.5314464190295971,0.4845721453256718,0.5069279831178137
238,scCube,sim1,45_0.6,BASS,45,0.6,0.4512139215324212,0.3255339953903596,0.6366850932736985,0.734065934065934,0.3269291633619298,0.3241506845581063,0.3255339953903596
239,scCube,sim1,45_0.6,Banksy,45,0.6,0.2755366070919834,0.2560949861320341,0.5086413847636159,0.6649084249084249,0.2613922487593988,0.2510421124462348,0.2560949861320341
240,scCube,sim1,45_0.6,BayesSpace,45,0.6,0.1201790740717786,0.2564298152601877,0.4428501634275407,0.6461538461538462,0.2462512655682342,0.2674860849669001,0.2564298152601877
241,scCube,sim1,45_0.6,CCST,45,0.6,0.4019885112490883,0.3016803153991478,0.5983841846250548,0.7044688644688645,0.3067451239650844,0.2968330032293477,0.3016803153991478
242,scCube,sim1,45_0.6,CellCharter,45,0.6,0.337655535251035,0.2999260286213996,0.553543939481254,0.6663736263736264,0.3036903060059573,0.2968555193150498,0.2999260286213996
243,scCube,sim1,45_0.6,DeepST,45,0.6,0.2090768196419818,0.1979205371706835,0.566078534739721,0.6096703296703296,0.203164824004045,0.5931095156280196,0.1979205371706835
244,scCube,sim1,45_0.6,GraphST,45,0.6,0.2291575326275993,0.3347548838521701,0.4681944626924385,0.6761904761904762,0.3486933687980563,0.3218879063349936,0.3347548838521701
245,scCube,sim1,45_0.6,PRECAST,45,0.6,0.188450936370324,0.3061046760936623,0.4433472988080071,0.6476190476190476,0.3157129185663963,0.2970639855325223,0.3061046760936623
246,scCube,sim1,45_0.6,SEDR,45,0.6,0.3572309953415483,0.3326377686688586,0.5723214812636852,0.6861538461538461,0.3331729779682019,0.3321432818475459,0.3326377686688586
247,scCube,sim1,45_0.6,STAGATE,45,0.6,0.1912670640843237,0.1941020616527259,0.4853355992107543,0.6131868131868131,0.187037511362706,0.2025514020272774,0.1941020616527259
248,scCube,sim1,45_0.6,SpaGCN,45,0.6,0.599740095012068,0.5294418700962533,0.7270092665154522,0.8117216117216117,0.5496766966758064,0.5106439269275349,0.5294418700962532
249,scCube,sim1,45_0.6,SpatialMGCN,45,0.6,0.2929585677824762,0.4234693015653988,0.5533026263974455,0.6336996336996337,0.3962216298398916,0.4547412985752982,0.4234693015653988
250,scCube,sim1,45_0.6,SpaceFlow,45,0.6,0.4095421181040983,0.3110573483092415,0.6057307939895777,0.7185347985347985,0.3137303903526259,0.3084302622359645,0.3110573483092415
251,scCube,sim1,45_0.6,stLearn,45,0.6,0.6206148598450898,0.538298081394851,0.7421480792687701,0.8216849816849816,0.5565319240498195,0.5212214182520851,0.538298081394851
252,scCube,sim1,45_0.8,BASS,45,0.8,0.6738326049724271,0.5614004926940093,0.7806326452503582,0.8542124542124542,0.5573591974991337,0.5655008211021032,0.5614004926940094
253,scCube,sim1,45_0.8,Banksy,45,0.8,0.4703694614329337,0.4528779145784941,0.629681178251434,0.7652747252747252,0.4640522547302367,0.4425290084441121,0.4528779145784941
254,scCube,sim1,45_0.8,BayesSpace,45,0.8,0.22036270344364,0.37744197206929,0.4945725818794836,0.693040293040293,0.3620244241030422,0.3942311072812435,0.37744197206929
255,scCube,sim1,45_0.8,CCST,45,0.8,0.6269442908776399,0.5183275654220906,0.7466739358078346,0.8291575091575092,0.5191455000322385,0.5175214250341689,0.5183275654220905
256,scCube,sim1,45_0.8,CellCharter,45,0.8,0.4581121245849007,0.460165650029639,0.6197326672590739,0.7515018315018315,0.4746926539556002,0.4467020912735675,0.4601656500296391
257,scCube,sim1,45_0.8,DeepST,45,0.8,0.4080414861630174,0.3960037049486789,0.6425365650888726,0.7154578754578755,0.4017046939742364,0.5906061681451302,0.396003704948679
258,scCube,sim1,45_0.8,GraphST,45,0.8,0.3777841361855771,0.4683072556375618,0.5608158119128988,0.7553113553113553,0.4879998180444732,0.4501423782189707,0.4683072556375618
259,scCube,sim1,45_0.8,PRECAST,45,0.8,0.2653108191770514,0.414202143685389,0.4918837559769688,0.6791208791208792,0.4202472513915246,0.4083284832332278,0.4142021436853889
260,scCube,sim1,45_0.8,SEDR,45,0.8,0.6069185717951278,0.5008769802668589,0.7337799572265471,0.8187545787545787,0.4995565616685783,0.5022225628318511,0.5008769802668589
261,scCube,sim1,45_0.8,STAGATE,45,0.8,0.5937963859389909,0.5050649499475357,0.721686758340793,0.8063003663003663,0.510419630307519,0.4998240585226184,0.5050649499475357
262,scCube,sim1,45_0.8,SpaGCN,45,0.8,0.7611622645195271,0.6681351318845478,0.8359134543517379,0.8871794871794872,0.6783238974729272,0.6582479175959031,0.6681351318845478
263,scCube,sim1,45_0.8,SpatialMGCN,45,0.8,0.3709170617846876,0.4802471446235049,0.5863288389461492,0.684981684981685,0.4595196714058548,0.502932848401144,0.4802471446235051
264,scCube,sim1,45_0.8,SpaceFlow,45,0.8,0.5914138128785418,0.5115416290067903,0.7201220215947728,0.8155311355311354,0.5144101317241969,0.5087121437377826,0.5115416290067903
265,scCube,sim1,45_0.8,stLearn,45,0.8,0.7228574140407578,0.6290300776512693,0.8092995454191211,0.86989010989011,0.6394582260422914,0.6189385056382514,0.6290300776512693
266,scCube,sim1,45_1,BASS,45,1.0,0.9352702303093732,0.8740749165537809,0.9555248283635712,0.9655677655677656,0.8712937273571614,0.8768739178440835,0.8740749165537809
267,scCube,sim1,45_1,Banksy,45,1.0,0.5735127862412299,0.6492725237332482,0.6978157633094475,0.79003663003663,0.6668896351319931,0.6328400314609872,0.6492725237332482
268,scCube,sim1,45_1,BayesSpace,45,1.0,0.5110624212371919,0.6438118439122699,0.653251538343283,0.8153846153846154,0.6633855770062015,0.6253600840356777,0.6438118439122699
269,scCube,sim1,45_1,CCST,45,1.0,0.8689593220269192,0.7892896651160349,0.9100293554483196,0.9356776556776556,0.7862155150973585,0.7923892756068602,0.7892896651160349
270,scCube,sim1,45_1,CellCharter,45,1.0,0.8040811449010967,0.8354725031847334,0.8616966232142975,0.9125274725274723,0.8418536680262765,0.829563858371294,0.8354725031847334
271,scCube,sim1,45_1,DeepST,45,1.0,0.8532812259431172,0.8156308691165887,0.9093047575844284,0.9028571428571428,0.7831606821197454,0.8733086596495339,0.8156308691165887
272,scCube,sim1,45_1,GraphST,45,1.0,0.5635447331663612,0.6846926634359197,0.6892979944111378,0.8344322344322345,0.7106285194318193,0.6605833107265779,0.6846926634359196
273,scCube,sim1,45_1,PRECAST,45,1.0,0.3513092242139009,0.5026601002188297,0.5447920532623008,0.7230769230769231,0.509512286985939,0.4959897712900417,0.5026601002188297
274,scCube,sim1,45_1,SEDR,45,1.0,0.7508148237934509,0.7847366535247114,0.8246607462683994,0.8893772893772894,0.7936971240961966,0.7763161491975387,0.7847366535247116
275,scCube,sim1,45_1,STAGATE,45,1.0,0.931479988252577,0.8827379721321048,0.9529051851046352,0.9704029304029304,0.8804144411919961,0.8850738190693412,0.8827379721321048
276,scCube,sim1,45_1,SpaGCN,45,1.0,0.8906421241717306,0.8274386398280429,0.9243013109477672,0.9465201465201464,0.8308202047416504,0.8240844902992521,0.8274386398280429
277,scCube,sim1,45_1,SpatialMGCN,45,1.0,0.4731362392365048,0.5345232488554147,0.6539163963216462,0.7106227106227107,0.5016491114651217,0.5720081652715665,0.5345232488554148
278,scCube,sim1,45_1,SpaceFlow,45,1.0,0.791134472160771,0.7601731832054035,0.8545421641178166,0.9073992673992674,0.7675650533682927,0.7529416947606941,0.7601731832054035
279,scCube,sim1,45_1,stLearn,45,1.0,0.7805673200183778,0.7118770049149722,0.8474576197641188,0.8983150183150184,0.7170326942226598,0.7067982635057065,0.7118770049149722
350,scCube,sim1,5_0.2,BASS,5,0.2,0.1369897701473501,0.1476207733535474,0.4071623498042939,0.6498168498168498,0.1619761420988758,0.1356027816411468,0.1476207733535474
351,scCube,sim1,5_0.2,Banksy,5,0.2,0.1883419568532207,0.3075833729237042,0.4559780338328571,0.6691575091575092,0.3303179566661909,0.2877932753773073,0.3075833729237042
352,scCube,sim1,5_0.2,BayesSpace,5,0.2,0.1116285501086597,0.2350493627851939,0.4671832935534609,0.6732600732600733,0.2277456039408928,0.2428371031823832,0.2350493627851939
353,scCube,sim1,5_0.2,CCST,5,0.2,0.093348569451352,0.0550610863138231,0.397849745160803,0.5560439560439561,0.058569863445851,0.0519689855833788,0.0550610863138231
354,scCube,sim1,5_0.2,CellCharter,5,0.2,0.2323508455893179,0.2563735501240792,0.4844094332370193,0.6351648351648352,0.2753438032286867,0.2399005057282399,0.2563735501240792
355,scCube,sim1,5_0.2,DeepST,5,0.2,0.1300239925296839,0.2017735096147319,0.4323446076563059,0.602051282051282,0.2094251783305178,0.1951657189015126,0.2017735096147319
356,scCube,sim1,5_0.2,GraphST,5,0.2,0.2915550819434371,0.2114373047756343,0.5720634538202116,0.6285714285714286,0.200582911675235,0.2235336603439112,0.2114373047756343
357,scCube,sim1,5_0.2,PRECAST,5,0.2,0.1200822249610902,0.250603449212592,0.4122970001037983,0.6358974358974359,0.2662307664263529,0.2367090114688506,0.2506034492125921
358,scCube,sim1,5_0.2,SEDR,5,0.2,0.3241688004990349,0.2294496368592618,0.613983335885249,0.6678388278388278,0.2136072182918043,0.2506742470150903,0.2294496368592618
359,scCube,sim1,5_0.2,STAGATE,5,0.2,0.0686976113334867,0.0543766070440456,0.5134081556171627,0.5923809523809525,0.0462421028882729,0.0665349440868989,0.0543766070440456
360,scCube,sim1,5_0.2,SpaGCN,5,0.2,0.3631233292933313,0.3707634311633033,0.5777380743059364,0.6725274725274726,0.393720924218382,0.3503356899049349,0.3707634311633033
361,scCube,sim1,5_0.2,SpatialMGCN,5,0.2,0.3176522612141661,0.2866448889774728,0.5877397240805164,0.6461538461538462,0.2706143209451696,0.3046942748526118,0.2866448889774728
362,scCube,sim1,5_0.2,SpaceFlow,5,0.2,-0.0049015229416617,0.0214539598989605,0.3222562121572938,0.5560439560439561,0.0230390955263186,0.0200744565929181,0.0214539598989605
363,scCube,sim1,5_0.2,stLearn,5,0.2,0.4917400176734817,0.4182775040667301,0.665675475108572,0.7510622710622711,0.4454803503562347,0.3942160802522607,0.41827750406673
364,scCube,sim1,5_0.4,BASS,5,0.4,0.2359093366448908,0.1607264492321604,0.4862956396888601,0.5831501831501832,0.168877908300669,0.15332567109228,0.1607264492321604
365,scCube,sim1,5_0.4,Banksy,5,0.4,0.1480303036713684,0.2503016112719307,0.4472190472357882,0.6124542124542124,0.2556913789661291,0.2453761213194722,0.2503016112719307
366,scCube,sim1,5_0.4,BayesSpace,5,0.4,0.1133565732122179,0.2226779613202215,0.4533567321478687,0.6564102564102564,0.2156153232061003,0.230218952010902,0.2226779613202216
367,scCube,sim1,5_0.4,CCST,5,0.4,0.1322720909275804,0.1115947497018721,0.4110320482878313,0.5475457875457875,0.1182741658331587,0.1056425375838716,0.1115947497018721
368,scCube,sim1,5_0.4,CellCharter,5,0.4,0.3205353277364358,0.3126156862873926,0.5415586271563395,0.6734065934065934,0.3307385454687281,0.2964698709828606,0.3126156862873926
369,scCube,sim1,5_0.4,DeepST,5,0.4,0.1974495705035571,0.2194558391131145,0.5179827544798382,0.5793406593406594,0.1927068750699644,0.260395018309124,0.2194558391131145
370,scCube,sim1,5_0.4,GraphST,5,0.4,0.1168062399006965,0.2306375953566282,0.4113582014072813,0.613919413919414,0.2397679527461527,0.2221770972844691,0.2306375953566282
371,scCube,sim1,5_0.4,PRECAST,5,0.4,0.1447405754499348,0.2453920712722956,0.4175837771560052,0.6205128205128205,0.2602948959188683,0.2321033165532657,0.2453920712722956
372,scCube,sim1,5_0.4,SEDR,5,0.4,0.1442884739980538,0.2563295767608479,0.4755912068003693,0.6704761904761904,0.2484711955372276,0.264802835937915,0.2563295767608478
373,scCube,sim1,5_0.4,STAGATE,5,0.4,0.0688710262187922,0.1001132554480425,0.4321881039522345,0.5951648351648352,0.0962963830927766,0.1046724868809755,0.1001132554480425
374,scCube,sim1,5_0.4,SpaGCN,5,0.4,0.4346000479891284,0.3952245239160056,0.6210016431787431,0.6893772893772894,0.4160451729549483,0.376388463300228,0.3952245239160055
375,scCube,sim1,5_0.4,SpatialMGCN,5,0.4,0.3675381035525825,0.3743802919447163,0.598653650192177,0.6688644688644688,0.3662117355360322,0.3829215705148139,0.3743802919447163
376,scCube,sim1,5_0.4,SpaceFlow,5,0.4,0.0489561390749115,0.067420334447433,0.3401886113787115,0.5362637362637362,0.0728651699112472,0.0627338114187617,0.067420334447433
377,scCube,sim1,5_0.4,stLearn,5,0.4,0.5358072213050118,0.4579104703921509,0.6991511431729689,0.7693772893772893,0.4728088325030845,0.4451530885042619,0.4579104703921509
378,scCube,sim1,5_0.6,BASS,5,0.6,0.3380725529755689,0.2406323727078035,0.5602353881862991,0.6571428571428571,0.2463927751846513,0.2351351613356881,0.2406323727078035
379,scCube,sim1,5_0.6,Banksy,5,0.6,0.1305440828335503,0.1318784843902314,0.4649205912445467,0.5441758241758242,0.1265645133487444,0.1398207670466671,0.1318784843902314
380,scCube,sim1,5_0.6,BayesSpace,5,0.6,0.155746560735093,0.286112206505096,0.4648262477718196,0.6842490842490843,0.2796102286795447,0.2929237737737473,0.2861122065050959
381,scCube,sim1,5_0.6,CCST,5,0.6,0.2512717895689252,0.2103140437411944,0.4940890810121136,0.613919413919414,0.2176437778181357,0.2034714184557508,0.2103140437411944
382,scCube,sim1,5_0.6,CellCharter,5,0.6,0.3431884024119186,0.3254446380199282,0.5560683614623168,0.6841025641025642,0.3387982817572078,0.3133256257455069,0.3254446380199282
383,scCube,sim1,5_0.6,DeepST,5,0.6,0.2782566990919021,0.2528691432756997,0.5663343802031067,0.6505494505494506,0.2611674242780896,0.4451423542066286,0.2528691432756997
384,scCube,sim1,5_0.6,GraphST,5,0.6,0.1430397543636393,0.2999351575005689,0.4257381967197157,0.6402930402930402,0.3088284347477517,0.2915397397147282,0.2999351575005688
385,scCube,sim1,5_0.6,PRECAST,5,0.6,0.1533116188494561,0.2860504459206235,0.4205403888095803,0.6190476190476191,0.2994516074939279,0.2737973715581132,0.2860504459206235
386,scCube,sim1,5_0.6,SEDR,5,0.6,0.3193993050248564,0.3330893721063314,0.558976014994621,0.7049084249084249,0.3293393955468687,0.337756336990551,0.3330893721063314
387,scCube,sim1,5_0.6,STAGATE,5,0.6,0.09036846885692,0.176390196661798,0.3860238022771261,0.5775824175824176,0.1827674537273508,0.170454199054311,0.176390196661798
388,scCube,sim1,5_0.6,SpaGCN,5,0.6,0.5579814712769184,0.5194711604985924,0.7004054059805762,0.7970695970695971,0.5455640961397284,0.4957602170399068,0.5194711604985923
389,scCube,sim1,5_0.6,SpatialMGCN,5,0.6,0.3885542424624963,0.4058031359578208,0.6144029721046378,0.6842490842490843,0.3839480827697837,0.4302964246866175,0.4058031359578208
390,scCube,sim1,5_0.6,SpaceFlow,5,0.6,0.1649908772920632,0.1648062110971046,0.4237888071381192,0.5932600732600732,0.1740505189655917,0.1565034175203369,0.1648062110971046
391,scCube,sim1,5_0.6,stLearn,5,0.6,0.5903210384230271,0.5123031550001681,0.7240717759223334,0.8093772893772894,0.5337966699762027,0.4924738954247901,0.5123031550001682
392,scCube,sim1,5_0.8,BASS,5,0.8,0.5222948788482219,0.4092007115035262,0.6770992963885405,0.7538461538461538,0.4170897612353378,0.4016045568717284,0.4092007115035262
393,scCube,sim1,5_0.8,Banksy,5,0.8,0.2347987678207449,0.2764108299814609,0.4643491186159575,0.6471794871794871,0.2918936782914269,0.2626010246716216,0.2764108299814609
394,scCube,sim1,5_0.8,BayesSpace,5,0.8,0.1731758667199998,0.3212066054589654,0.4686750776132918,0.6805860805860806,0.3116556010601876,0.3313615178156728,0.3212066054589654
395,scCube,sim1,5_0.8,CCST,5,0.8,0.4086056429214574,0.3723139520804131,0.5961620043787532,0.7119413919413919,0.3814115722032332,0.3636956227356915,0.3723139520804131
396,scCube,sim1,5_0.8,CellCharter,5,0.8,0.4736810918941375,0.4796632111833146,0.6407805155370703,0.7475457875457876,0.4898221494723186,0.4701625450509817,0.4796632111833146
397,scCube,sim1,5_0.8,DeepST,5,0.8,0.4581205362996607,0.4006254148970686,0.6860341440662862,0.7431501831501832,0.4035233695487455,0.5979273880597051,0.4006254148970686
398,scCube,sim1,5_0.8,GraphST,5,0.8,0.3327739990246204,0.4034466155700519,0.5307816025664707,0.7267399267399267,0.4277962080798702,0.3817196401656935,0.4034466155700519
399,scCube,sim1,5_0.8,PRECAST,5,0.8,0.5273065676084631,0.4908658769969083,0.681514130906986,0.7120879120879121,0.4949269698630795,0.4868708878173762,0.4908658769969083
400,scCube,sim1,5_0.8,SEDR,5,0.8,0.4118037720034413,0.5016802766460055,0.5969079042451607,0.751941391941392,0.5150969747635719,0.4890405320243134,0.5016802766460053
401,scCube,sim1,5_0.8,STAGATE,5,0.8,0.5378145450004557,0.4103358581769448,0.6915445803313918,0.7696703296703296,0.4127405833912999,0.4079663261184196,0.4103358581769448
402,scCube,sim1,5_0.8,SpaGCN,5,0.8,0.7430916890550346,0.6825734587211538,0.8258359253537997,0.8864468864468865,0.7009769426026224,0.6651115857217904,0.6825734587211538
403,scCube,sim1,5_0.8,SpatialMGCN,5,0.8,0.3628140103571507,0.4634879060834315,0.5889089211764369,0.6732600732600733,0.4423039401906604,0.4868031430549221,0.4634879060834315
404,scCube,sim1,5_0.8,SpaceFlow,5,0.8,0.2373965492632895,0.3101205393555296,0.461926361760297,0.6565567765567766,0.3291065143712889,0.29320575028599,0.3101205393555296
405,scCube,sim1,5_0.8,stLearn,5,0.8,0.7217687960135157,0.6290931724216218,0.8115916464650251,0.8673992673992675,0.6437709174530566,0.6150701953743386,0.6290931724216218
406,scCube,sim1,5_1,BASS,5,1.0,0.8318221190427888,0.7274235940278404,0.8849622124344323,0.8930402930402931,0.7315623716837855,0.7233313827813695,0.7274235940278404
407,scCube,sim1,5_1,Banksy,5,1.0,0.4444282562234559,0.5056501358401514,0.615816295153644,0.7238095238095238,0.5077191226354074,0.5036939424342118,0.5056501358401515
408,scCube,sim1,5_1,BayesSpace,5,1.0,0.4481994417599081,0.587462565458066,0.6126420072112089,0.7860805860805861,0.6056112296892722,0.5703699935360553,0.587462565458066
409,scCube,sim1,5_1,CCST,5,1.0,0.6353611005401917,0.5958830396471269,0.7478940614088695,0.8243223443223442,0.6037010150939917,0.5882707274112546,0.5958830396471269
410,scCube,sim1,5_1,CellCharter,5,1.0,0.7659389173384795,0.7670735571448455,0.8380031789712137,0.8855677655677656,0.7721767362132831,0.7623109264669836,0.7670735571448455
411,scCube,sim1,5_1,DeepST,5,1.0,0.6436754437135048,0.6631137296403613,0.7663998084965404,0.8172893772893772,0.6354160954798688,0.7136534673549345,0.6631137296403613
412,scCube,sim1,5_1,GraphST,5,1.0,0.4887319679271634,0.61046009283071,0.6374972314912849,0.7970695970695971,0.638436488825029,0.5848326272087175,0.61046009283071
413,scCube,sim1,5_1,PRECAST,5,1.0,0.3818725493381216,0.5312429912725073,0.5671357684704657,0.7318681318681318,0.5439920040397762,0.5190778669619293,0.5312429912725073
414,scCube,sim1,5_1,SEDR,5,1.0,0.6577224176589238,0.7109749932307132,0.7598195463548908,0.850989010989011,0.7255861604280929,0.6978576137629886,0.7109749932307132
415,scCube,sim1,5_1,STAGATE,5,1.0,0.8264255223763193,0.7358619106555297,0.8811626746495506,0.9125274725274723,0.7392731592348147,0.7324820122099739,0.7358619106555299
416,scCube,sim1,5_1,SpaGCN,5,1.0,0.8665072446908944,0.7926600390002834,0.9084378154418606,0.9326007326007326,0.7996329990156248,0.7858076388960887,0.7926600390002836
417,scCube,sim1,5_1,SpatialMGCN,5,1.0,0.6072709595661789,0.612641500318625,0.7459692098634026,0.7282051282051282,0.5722556812542062,0.6591604526829409,0.612641500318625
418,scCube,sim1,5_1,SpaceFlow,5,1.0,0.4426493454800931,0.5428296274990494,0.6050976890335249,0.7620512820512821,0.56649616755189,0.5210880218084525,0.5428296274990493
419,scCube,sim1,5_1,stLearn,5,1.0,0.7432526131809806,0.6877633761630003,0.8368120597695127,0.8700366300366301,0.6751526130059167,0.7075093035847934,0.6877633761630003
