,Technology,Dataset,Sample,Method,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Time,Memory,PAS,CHAOS,ASW,Rep
144,SRTsim,sim4,SRTsim_4_1,CCST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,265.6636140346527,845.4401960372925,0.0,0.0629940788348703,0.3531642450835382,3
145,SRTsim,sim4,SRTsim_4_1,DeepST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,177.80989980697632,858.7886457443237,0.0,0.0629940788348703,0.3531642450835382,3
146,SRTsim,sim4,SRTsim_4_1,GraphST,0.9986776859504132,0.9960304311109875,0.9993388352388972,0.9996694214876032,0.9960389139237844,0.996021948442678,0.9960304311109875,18.51841354370117,581.4255819320679,0.0003305785123966,0.0629940788348703,0.3531507869833472,3
147,SRTsim,sim4,SRTsim_4_1,SEDR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.30659770965576,386.41682147979736,0.0,0.0629940788348703,0.3531642450835382,3
148,SRTsim,sim4,SRTsim_4_1,SpaceFlow,0.8634719489264944,0.8086729797745589,0.931983860694428,0.9646280991735536,0.8065949168344776,0.8107617779666416,0.8086729797745589,16.518088817596436,477.6579284667969,0.0333884297520661,0.0630407806809009,0.3045175439784497,3
149,SRTsim,sim4,SRTsim_4_1,SpaGCN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.22795343399048,579.6952514648438,0.0,0.0629940788348703,0.3531642450835382,3
150,SRTsim,sim4,SRTsim_4_1,SpatialMGCN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.71991562843323,593.5896444320679,0.0,0.0629940788348703,0.3531642450835382,3
151,SRTsim,sim4,SRTsim_4_1,STAGATE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,59.2568039894104,477.6790590286255,0.0,0.0629940788348703,0.3531642450835382,3
152,SRTsim,sim4,SRTsim_4_1,stLearn,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.737353801727295,352.61087799072266,0.0,0.0629940788348703,0.3531642450835382,3
153,SRTsim,sim4,SRTsim_4_2,CCST,0.9884018578715984,0.9813805603308324,0.9913014277053872,0.9957024793388428,0.9813764611613168,0.9813846595345924,0.9813805603308328,261.9473543167114,845.4300880432129,0.0016528925619834,0.0629940788348703,0.1626289895318955,3
